essay,Environment,Population,evolline,Replicate,Growth
2,3,21,6,12,0.081236633
2,4,21,6,1,0.193466288
2,4,21,6,2,0.1769706
2,4,21,6,3,0.162574387
2,4,21,6,4,0.272545221
2,4,21,6,5,0.105725655
2,4,21,6,6,0.084073225
2,4,21,6,7,0.123682341
2,4,21,6,8,0.305940969
2,4,21,6,9,0.127155773
2,4,21,6,10,0.192316883
2,4,21,6,11,0.049876683
2,4,21,6,12,0.021629371
2,5,21,6,1,-0.15382455
2,5,21,6,2,-0.219026497
2,5,21,6,3,0.087610599
2,5,21,6,4,-0.15382455
2,5,21,6,5,0.203132081
2,5,21,6,6,0.15382455
2,5,21,6,7,-0.219026497
2,5,21,6,8,0.429468733
2,5,21,6,9,0.316311238
2,5,21,6,10,0.11306997
2,5,21,6,11,0.266749948
2,5,21,6,12,0.182028863
2,6,21,6,1,0.162655667
2,6,21,6,2,0.206604732
2,6,21,6,3,0.229778493
2,6,21,6,4,0.062492848
2,6,21,6,5,0.086752473
2,6,21,6,6,0.190144075
2,6,21,6,7,0.03419202
2,6,21,6,8,-0.14383844
2,6,21,6,9,0.158139021
2,6,21,6,10,-0.180923639
2,6,21,6,11,0.125649456
2,6,21,6,12,0.119578815
2,7,21,6,1,0.213427149
2,7,21,6,2,0.131797955
2,7,21,6,3,0.201421215
2,7,21,6,4,0.085799136
2,7,21,6,5,0.111704327
2,7,21,6,6,0.166180815
2,7,21,6,7,-0.134115685
2,7,21,6,8,0.166768219
2,7,21,6,9,-0.187585546
2,7,21,6,10,0.292202578
2,7,21,6,11,0.104260507
2,7,21,6,12,0.213427149
2,8,21,6,1,-0.182613145
2,8,21,6,2,-0.170283131
2,8,21,6,3,-0.170283131
2,8,21,6,4,0.084877637
2,8,21,6,5,0.144378293
2,8,21,6,6,0.105113179
2,8,21,6,7,0.17982485
2,8,21,6,8,0.084877637
2,8,21,6,9,0.158625011
2,8,21,6,10,0.129646684
2,8,21,6,11,-0.182613145
2,8,21,6,12,0.175526794
2,1,22,6,1,-0.194430667
2,1,22,6,2,0.297488575
2,1,22,6,3,0.226438777
2,1,22,6,4,0.31569616
2,1,22,6,5,-0.217453504
2,1,22,6,6,-0.217453504
2,1,22,6,7,0.213369597
2,1,22,6,8,-0.217453504
2,1,22,6,9,-0.217453504
2,1,22,6,10,0.085844298
2,1,22,6,11,0.332524258
2,1,22,6,12,0.26206738
2,2,22,6,1,-0.219582297
2,2,22,6,2,-0.219582297
2,2,22,6,3,-0.19734153
2,2,22,6,4,0.06390587
2,2,22,6,5,0.051531524
2,2,22,6,6,-0.219582297
2,2,22,6,7,-0.19734153
2,2,22,6,8,0.450709903
2,2,22,6,9,0.180359437
2,2,22,6,10,-0.184331515
2,2,22,6,11,0.22867724
2,2,22,6,12,0.295664335
2,3,22,6,1,0.346130144
2,3,22,6,2,0.402199921
2,3,22,6,3,0.354171588
2,3,22,6,4,0.301273305
2,3,22,6,5,0.177222028
2,3,22,6,6,0.101300333
2,3,22,6,7,-0.022659355
2,3,22,6,8,0.399999468
2,3,22,6,9,0.203950555
2,3,22,6,10,0.214985361
2,3,22,6,11,0.345991306
2,3,22,6,12,0.113630782
2,4,22,6,1,0.266495448
2,4,22,6,2,0.043132778
2,4,22,6,3,0.17792067
2,4,22,6,4,0.14719756
2,4,22,6,5,0.162543843
2,4,22,6,6,0.128377845
2,4,22,6,7,0.082485642
2,4,22,6,8,0.128377845
2,4,22,6,9,0.188674766
2,4,22,6,10,0.192148092
2,4,22,6,12,0.143724128
2,5,22,6,1,0
2,5,22,6,2,0.051248915
2,5,22,6,3,-0.197485277
2,5,22,6,4,-0.197485277
2,5,22,6,5,-0.197485277
2,5,22,6,6,0.151883166
2,5,22,6,7,-0.219026497
2,5,22,6,8,0.029707695
2,5,22,6,9,-0.197485277
2,5,22,6,10,0.225689591
2,5,22,6,11,-0.219026497
2,5,22,6,12,0.352609651
2,6,22,6,1,0.192531317
2,6,22,6,2,0.128479475
2,6,22,6,3,0.125649456
2,6,22,6,4,0.207906111
2,6,22,6,5,-0.106832229
2,6,22,6,6,-0.180923639
2,6,22,6,7,0.127216945
2,6,22,6,8,0.128479475
2,6,22,6,9,0.142780056
2,6,22,6,10,-0.180923639
2,6,22,6,11,0.138059265
2,6,22,6,12,0.03419202
2,7,22,6,1,0.04928782
2,7,22,6,2,0.127625817
2,7,22,6,3,0.371661437
2,7,22,6,4,-0.187585546
2,7,22,6,5,0.199107398
2,7,22,6,6,0.062531157
2,7,22,6,7,0.166180815
2,7,22,6,8,0.197009461
2,7,22,6,9,-0.187585546
2,7,22,6,10,0.271443995
2,7,22,6,11,0.108189459
2,7,22,6,12,0.111704327
2,8,22,6,1,-0.037231806
2,8,22,6,2,0.147500875
2,8,22,6,3,-0.170283131
2,8,22,6,4,-0.182613145
2,8,22,6,5,0.007212596
2,8,22,6,6,-0.182613145
2,8,22,6,7,0.034578032
2,8,22,6,8,-0.182613145
2,8,22,6,9,0.034578032
2,8,22,6,10,-0.170283131
2,8,22,6,11,-0.182613145
2,8,22,6,12,0.119844788
2,1,23,6,1,0.297488575
2,1,23,6,2,-0.194430667
2,1,23,6,3,0.253631635
2,1,23,6,4,-0.194430667
2,1,23,6,5,0.245529899
2,1,23,6,6,-0.194430667
2,1,23,6,7,0.328744759
2,1,23,6,8,0.24727288
2,1,23,6,9,-0.217453504
2,1,23,6,10,0.151336793
2,1,23,6,11,0.284571586
2,1,23,6,12,0.226438777
2,2,23,6,1,0.414522487
2,2,23,6,2,0.338756576
2,2,23,6,3,0.303380444
2,2,23,6,4,0.282273817
2,2,23,6,5,-0.19734153
2,2,23,6,6,0.334901724
2,2,23,6,7,0.179210768
2,2,23,6,8,0.077085397
2,2,23,6,9,0.285435252
2,2,23,6,10,0.207570613
2,2,23,6,11,0.264053372
2,2,23,6,12,0.288411118
2,3,23,6,1,0.088146955
2,3,23,6,2,0.24737951
2,3,23,6,3,0.088146955
2,3,23,6,4,0.24737951
2,3,23,6,5,0.181291201
2,3,23,6,6,0.221895684
2,3,23,6,7,0.264318997
2,3,23,6,8,0.196904298
2,3,23,6,9,0.219108511
2,3,23,6,10,0.28240006
2,3,23,6,11,0.259703361
2,3,23,6,12,0.283192243
2,4,23,6,1,0.143783233
2,4,23,6,2,-0.106748474
2,4,23,6,3,0.178089461
2,4,23,6,4,0.14719756
2,4,23,6,5,0.162597446
2,4,23,6,6,0.159269746
2,4,23,6,7,0.084073225
2,4,23,6,8,0.192316883
2,4,23,6,9,0.193466288
2,4,23,6,10,-0.106748474
2,4,23,6,11,0.243490842
2,4,23,6,12,0
2,5,23,6,1,0.366088483
2,5,23,6,2,0.31330019
2,5,23,6,3,0.207343663
2,5,23,6,4,0.161123594
2,5,23,6,5,0.207568752
2,5,23,6,6,0.317478664
2,5,23,6,7,0.051248915
2,5,23,6,8,0.180087479
2,5,23,6,9,-0.219026497
2,5,23,6,10,0.170004005
2,5,23,6,11,-0.219026497
2,5,23,6,12,0.299983108
2,6,23,6,1,0.121132811
2,6,23,6,2,0.106832229
2,6,23,6,3,0.158355126
2,6,23,6,4,0.154023453
2,6,23,6,5,0.147296702
2,6,23,6,6,0.084140093
2,6,23,6,7,0.147296702
2,6,23,6,8,0.125649456
2,6,23,6,9,0.086860865
2,6,23,6,10,0.062492848
2,6,23,6,11,0.147296702
2,6,23,6,12,0.206604732
2,7,23,6,1,0.111704327
2,7,23,6,2,-0.187585546
2,7,23,6,3,0.084258085
2,7,23,6,4,0.130165698
2,7,23,6,5,0.130165698
2,7,23,6,6,0.111704327
2,7,23,6,7,0.19750566
2,7,23,6,8,-0.062416507
2,7,23,6,9,0.164579078
2,7,23,6,10,0
2,7,23,6,11,-0.187585546
2,7,23,6,12,0.14448545
2,8,23,6,1,0.148676348
2,8,23,6,2,0.107867473
2,8,23,6,3,0.128440806
2,8,23,6,4,0
2,8,23,6,5,-0.015734655
2,8,23,6,6,0.164372254
2,8,23,6,7,0.126897138
2,8,23,6,8,0.065031214
2,8,23,6,9,-0.182613145
2,8,23,6,10,0.099609246
2,8,23,6,11,-0.182613145
2,8,23,6,12,0.230141911
2,1,25,7,1,0.333340579
2,1,25,7,2,0.363750483
2,1,25,7,3,0.283039046
2,1,25,7,4,0.217391581
2,1,25,7,5,-0.042462958
2,1,25,7,6,-0.044238165
2,1,25,7,7,-0.216930327
2,1,25,7,8,-0.074655338
2,1,25,7,9,0.064133417
2,1,25,7,10,-0.152099758
2,1,25,7,11,0.240740115
2,1,25,7,12,0.261793774
2,2,25,7,1,0.142668581
2,2,25,7,2,0
2,2,25,7,3,-0.197355388
2,2,25,7,4,-0.088132263
2,2,25,7,5,0.248909457
2,2,25,7,6,-0.219605885
2,2,25,7,7,-0.153724119
2,2,25,7,8,-0.153724119
2,2,25,7,9,0.063891432
2,2,25,7,10,-0.153724119
2,2,25,7,11,0.329882857
2,2,25,7,12,-0.219605885
2,3,25,7,1,0.266888353
2,3,25,7,2,0.111903611
2,3,25,7,3,-0.194464981
2,3,25,7,4,0.397497304
2,3,25,7,5,0.085421168
2,3,25,7,6,0.140512244
2,3,25,7,7,0.282721536
2,3,25,7,8,0.226917689
2,3,25,7,9,0.322808658
2,3,25,7,10,0.498173713
2,3,25,7,11,0.32830814
2,3,25,7,12,0.246133606
2,4,25,7,1,0.163345195
2,4,25,7,2,0.138537
2,4,25,7,4,0.256604748
2,4,25,7,5,0.177847202
2,4,25,7,6,0.014265797
2,4,25,7,7,0.193236216
2,4,25,7,8,0.021689597
2,4,25,7,9,0.22028056
2,4,25,7,10,0.231608212
2,4,25,7,11,0.050081559
2,4,25,7,12,0.116415104
2,5,25,7,2,0.31592532
2,5,25,7,3,0.305736282
2,5,25,7,4,-0.153920474
2,5,25,7,5,-0.153920474
2,5,25,7,6,0.179488304
2,5,25,7,7,0.510421722
2,5,25,7,8,0.252090408
2,5,25,7,9,-0.219121389
2,5,25,7,10,0.288461838
2,5,25,7,11,-0.219121389
2,5,25,7,12,0
2,6,25,7,1,0.246690773
2,6,25,7,2,0.050158199
2,6,25,7,3,-0.144517086
2,6,25,7,4,0.087206489
2,6,25,7,5,0.034378877
2,6,25,7,6,-0.181572749
2,6,25,7,7,0
2,6,25,7,8,0.134459128
2,6,25,7,10,-0.071324701
2,6,25,7,11,-0.181572749
2,7,25,7,1,0.190995274
2,7,25,7,2,0.061703685
2,7,25,7,3,0.030168056
2,7,25,7,4,0.163594908
2,7,25,7,5,0.142393118
2,7,25,7,6,0.127029382
2,7,25,7,7,0.14053694
2,7,25,7,8,0.145623634
2,7,25,7,9,0.127029382
2,7,25,7,10,0.160910931
2,7,25,7,11,0.127029382
2,8,25,7,1,-0.14445466
2,8,25,7,2,0.114642428
2,8,25,7,3,-0.107321739
2,8,25,7,4,0.009290432
2,8,25,7,5,-0.182067233
2,8,25,7,6,0
2,8,25,7,7,0.179004543
2,8,25,7,8,-0.182067233
2,8,25,7,9,-0.169636297
2,8,25,7,10,0.123633884
2,8,25,7,11,0.099230873
2,8,25,7,12,-0.182067233
2,1,26,7,1,0.038255749
2,1,26,7,2,-0.216930327
2,1,26,7,3,0.205888953
2,1,26,7,4,-0.216930327
2,1,26,7,5,0.025877668
2,1,26,7,6,0.228694331
2,1,26,7,7,0.086452294
2,1,26,7,8,-0.216930327
2,1,26,7,9,0.197106564
2,1,26,7,10,0.331735137
2,1,26,7,11,-0.048777671
2,1,26,7,12,0.15083454
2,2,26,7,1,-0.197355388
2,2,26,7,2,0.182096371
2,2,26,7,3,-0.197355388
2,2,26,7,4,-0.219605885
2,2,26,7,5,-0.197355388
2,2,26,7,6,0.029303572
2,2,26,7,7,0.211520266
2,2,26,7,8,0.223177711
2,2,26,7,9,-0.088132263
2,2,26,7,10,0.089922845
2,2,26,7,11,0.179246775
2,2,26,7,12,0.268509404
2,3,26,7,1,0
2,3,26,7,2,-0.194464981
2,3,26,7,3,0.167707458
2,3,26,7,4,0.177432562
2,3,26,7,5,0.088256555
2,3,26,7,6,-0.217103348
2,3,26,7,7,-0.194464981
2,3,26,7,8,0.218251403
2,3,26,7,9,0.260915032
2,3,26,7,10,0.161266991
2,3,26,7,11,0.025498166
2,3,26,7,12,0.265763673
2,4,26,7,1,-0.14441562
2,4,26,7,2,-0.14441562
2,4,26,7,3,-0.022845236
2,4,26,7,4,-0.022845236
2,4,26,7,5,-0.14441562
2,4,26,7,6,-0.14441562
2,4,26,7,7,0.108882189
2,4,26,7,8,-0.14441562
2,4,26,7,9,-0.14441562
2,4,26,7,10,-0.037111033
2,4,26,7,11,0.10462214
2,4,26,7,12,0.065470573
2,5,26,7,1,0.154621009
2,5,26,7,2,-0.197628968
2,5,26,7,3,0.205183126
2,5,26,7,4,-0.219121389
2,5,26,7,5,0.338929325
2,5,26,7,6,-0.219121389
2,5,26,7,7,-0.219121389
2,5,26,7,8,-0.197628968
2,5,26,7,9,-0.219121389
2,5,26,7,10,0.175259926
2,5,26,7,11,0.090037705
2,5,26,7,12,0.230750956
2,6,26,7,1,-0.144517086
2,6,26,7,2,0.109164865
2,6,26,7,3,-0.144517086
2,6,26,7,4,-0.144517086
2,6,26,7,5,-0.144517086
2,6,26,7,6,-0.144517086
2,6,26,7,7,-0.169021638
2,6,26,7,8,-0.144517086
2,6,26,7,9,-0.03704829
2,6,26,7,10,-0.144517086
2,6,26,7,11,-0.107381734
2,6,26,7,12,-0.058771079
2,7,26,7,1,-0.18016148
2,7,26,7,2,0.09215072
2,7,26,7,3,0.137229985
2,7,26,7,4,0.176179981
2,7,26,7,5,0.191467278
2,7,26,7,6,-0.167481722
2,7,26,7,7,0.145623634
2,7,26,7,8,0.127029382
2,7,26,7,9,0.086888144
2,7,26,7,10,0.119462709
2,7,26,7,11,0.141749988
2,7,26,7,12,0.140482308
2,8,26,7,1,0.108903571
2,8,26,7,2,0.087182204
2,8,26,7,3,-0.182067233
2,8,26,7,4,-0.182067233
2,8,26,7,5,0.062779193
2,8,26,7,6,0.114642428
2,8,26,7,7,0.147971551
2,8,26,7,8,0.02838508
2,8,26,7,9,-0.058797124
2,8,26,7,11,0.021721367
2,8,26,7,12,-0.14445466
2,1,27,7,1,0
2,1,27,7,2,-0.216930327
2,1,27,7,3,0.361252107
2,1,27,7,5,0.285732206
2,1,27,7,6,-0.216930327
2,1,27,7,7,0.030124501
2,1,27,7,8,0.304092704
2,1,27,7,9,-0.216930327
2,1,27,7,10,0.40079737
2,1,27,7,11,0.076594573
2,1,27,7,12,0.405837534
2,2,27,7,1,-0.219605885
2,2,27,7,2,-0.219605885
2,2,27,7,3,-0.219605885
2,2,27,7,4,-0.219605885
2,2,27,7,5,0.287278233
2,2,27,7,6,0.367479152
2,2,27,7,7,0.287278233
2,2,27,7,8,0.271516653
2,2,27,7,9,0.30687818
2,2,27,7,10,0.178055108
2,2,27,7,12,0.271516653
2,3,27,7,1,0.149616221
2,3,27,7,2,-0.086405445
2,3,27,7,3,0.264224842
2,3,27,7,4,0.399070606
2,3,27,7,5,-0.194464981
2,3,27,7,6,0
2,3,27,7,7,0.32830814
2,3,27,7,8,0.226917689
2,3,27,7,9,0.333265482
2,3,27,7,10,0.461931181
2,3,27,7,11,0.399893348
2,3,27,7,12,0.406380091
2,4,27,7,1,0.147956181
2,4,27,7,2,0.193313791
2,4,27,7,3,0.178811784
2,4,27,7,4,0.147956181
2,4,27,7,5,0.221469543
2,4,27,7,6,-0.14441562
2,4,27,7,7,0.127811763
2,4,27,7,8,-0.14441562
2,4,27,7,9,0
2,4,27,7,10,0.147956181
2,4,27,7,11,0.127811763
2,5,27,7,1,0.113201913
2,5,27,7,2,-0.219121389
2,5,27,7,3,0.250240112
2,5,27,7,4,-0.197628968
2,5,27,7,5,-0.197628968
2,5,27,7,6,0.289015165
2,5,27,7,7,0.278894417
2,5,27,7,8,0.30589744
2,5,27,7,9,0.324038104
2,5,27,7,10,0.328723707
2,5,27,7,11,0.369732353
2,5,27,7,12,-0.219121389
2,6,27,7,1,-0.058771079
2,6,27,7,3,0.127849339
2,6,27,7,5,0.046219967
2,6,27,7,6,0.034378877
2,6,27,7,7,-0.107381734
2,6,27,7,8,0
2,6,27,7,9,0.034378877
2,6,27,7,10,-0.181572749
2,6,27,7,11,0.084537076
2,6,27,7,12,-0.181572749
2,7,27,7,1,0.061703685
2,7,27,7,2,0.021546235
2,7,27,7,3,0.145623634
2,7,27,7,4,0.124077399
2,7,27,7,5,0.08324992
2,7,27,7,6,0.186075974
2,7,27,7,7,0.293467102
2,7,27,7,8,0.145623634
2,7,27,7,9,0.145623634
2,7,27,7,10,0.125816334
2,7,27,7,11,0.103057221
2,7,27,7,12,0.122509378
2,8,27,7,1,-0.14445466
2,8,27,7,2,0.127832017
2,8,27,7,3,-0.182067233
2,8,27,7,4,0.179004543
2,8,27,7,5,0.163383107
2,8,27,7,6,0.193788968
2,8,27,7,7,-0.169636297
2,8,27,7,8,0.220309888
2,8,27,7,9,-0.182067233
2,8,27,7,10,0.209200523
2,8,27,7,11,-0.169636297
2,8,27,7,12,0.084500559
2,1,28,7,1,0.304092704
2,1,28,7,2,0.152099758
2,1,28,7,3,0.285310578
2,1,28,7,4,0.346245739
2,1,28,7,5,-0.216930327
2,1,28,7,6,0.088972655
2,1,28,7,7,0.283039046
2,1,28,7,8,0.285732206
2,1,28,7,9,0.268108487
2,1,28,7,10,0.297356362
2,1,28,7,11,-0.152099758
2,1,28,7,12,0.205888953
2,2,28,7,1,-0.219605885
2,2,28,7,2,0.329882857
2,2,28,7,3,-0.197355388
2,2,28,7,4,-0.219605885
2,2,28,7,5,0.251916706
2,2,28,7,6,-0.088132263
2,2,28,7,7,0.287278233
2,2,28,7,8,0.154873291
2,2,28,7,9,0.251916706
2,2,28,7,10,0.306603512
2,2,28,7,11,0.153724119
2,2,28,7,12,0.181893055
2,3,28,7,1,0.18961634
2,3,28,7,2,-0.194464981
2,3,28,7,3,0.177432562
2,3,28,7,4,-0.217103348
2,3,28,7,5,0.273236527
2,3,28,7,6,0.113754722
2,3,28,7,7,0.199446665
2,3,28,7,8,0.177432562
2,3,28,7,9,-0.086405445
2,3,28,7,10,0.299012243
2,3,28,7,11,0.22217427
2,3,28,7,12,-0.150875578
2,4,28,7,1,0.14465183
2,4,28,7,2,-0.168803161
2,4,28,7,3,0.206154395
2,4,28,7,4,0.084477722
2,4,28,7,5,0.143292403
2,4,28,7,6,0.048661961
2,4,28,7,7,0.129026606
2,4,28,7,8,-0.181414663
2,4,28,7,9,0.162221978
2,4,28,7,10,0.233406189
2,4,28,7,11,0.207513822
2,4,28,7,12,0.193236216
2,5,28,7,1,0.153920474
2,5,28,7,2,-0.219121389
2,5,28,7,3,0.205183126
2,5,28,7,4,-0.219121389
2,5,28,7,5,0.153920474
2,5,28,7,6,-0.219121389
2,5,28,7,7,0.214043219
2,5,28,7,8,-0.219121389
2,5,28,7,9,-0.219121389
2,5,28,7,10,-0.197628968
2,5,28,7,11,-0.219121389
2,5,28,7,12,0.087634083
2,6,28,7,1,-0.144517086
2,6,28,7,2,0.065570763
2,6,28,7,3,0.050071136
2,6,28,7,4,-0.144517086
2,6,28,7,5,0.179086283
2,6,28,7,6,0
2,6,28,7,7,-0.095906431
2,6,28,7,8,0.129104522
2,6,28,7,9,-0.181572749
2,6,28,7,10,0.185159573
2,6,28,7,11,0.169700757
2,6,28,7,12,0.185349893
2,7,28,7,1,0.168404553
2,7,28,7,2,0.125816334
2,7,28,7,3,0.08324992
2,7,28,7,4,-0.18016148
2,7,28,7,5,0.08324992
2,7,28,7,6,0.186152413
2,7,28,7,7,0.226158154
2,7,28,7,8,0.082057038
2,7,28,7,9,0.145623634
2,7,28,7,10,0.176274667
2,7,28,7,11,0.061703685
2,7,28,7,12,0.157113724
2,8,28,7,1,-0.182067233
2,8,28,7,2,-0.182067233
2,8,28,7,3,-0.182067233
2,8,28,7,4,-0.182067233
2,8,28,7,5,-0.169636297
2,8,28,7,6,-0.182067233
2,8,28,7,7,-0.182067233
2,8,28,7,8,0.208809899
2,8,28,7,9,0.129043105
2,8,28,7,10,-0.169636297
2,8,28,7,11,-0.182067233
2,8,28,7,12,-0.169636297
2,1,29,8,1,0.283928971
2,1,29,8,2,0.30082459
2,1,29,8,3,0.063631066
2,1,29,8,4,0.245226394
2,1,29,8,5,0.151374805
2,1,29,8,6,0.224116096
2,1,29,8,7,0.090643998
2,1,29,8,8,0.111490262
2,1,29,8,9,0.086086845
2,1,29,8,10,0.113335178
2,1,29,8,11,-0.150320339
2,1,29,8,12,-0.193747767
2,2,29,8,1,0.307008121
2,2,29,8,2,0.390359285
2,2,29,8,3,0.321604877
2,2,29,8,4,-0.219605722
2,2,29,8,5,-0.219605722
2,2,29,8,6,0.307008121
2,2,29,8,7,0.291536712
2,2,29,8,8,0.358321354
2,2,29,8,9,0.229847833
2,2,29,8,10,0.306733272
2,2,29,8,11,0.133569702
2,2,29,8,12,0.15382554
2,3,29,8,1,0.236138866
2,3,29,8,2,0.24516516
2,3,29,8,3,0.247831581
2,3,29,8,4,0.284029245
2,3,29,8,5,0.219488648
2,3,29,8,6,0.315365996
2,3,29,8,7,0.383701829
2,3,29,8,8,0.204320217
2,3,29,8,9,-0.21719987
2,3,29,8,10,0.149709365
2,3,29,8,11,-0.21719987
2,3,29,8,12,0.285163857
2,4,29,8,1,0.104275887
2,4,29,8,2,0.062583498
2,4,29,8,3,0.22931113
2,4,29,8,4,0.162914083
2,4,29,8,5,0
2,4,29,8,6,0.117038517
2,4,29,8,7,-0.106987196
2,4,29,8,8,-0.18111008
2,4,29,8,9,0.205485685
2,4,29,8,10,-0.058601425
2,4,29,8,11,0.12866675
2,4,29,8,12,0.242954119
2,5,29,8,1,0.408100956
2,5,29,8,2,-0.219529872
2,5,29,8,3,-0.219529872
2,5,29,8,4,0.241487966
2,5,29,8,5,-0.19800591
2,5,29,8,6,0.469166391
2,5,29,8,7,0.282835536
2,5,29,8,8,-0.219529872
2,5,29,8,9,0.35315323
2,5,29,8,10,0.139412715
2,5,29,8,11,0.521575098
2,5,29,8,12,-0.19800591
2,6,29,8,1,-0.058482115
2,6,29,8,2,-0.036808942
2,6,29,8,3,0.028311595
2,6,29,8,4,-0.168407931
2,6,29,8,5,0.049984769
2,6,29,8,6,0.119659372
2,6,29,8,7,0.034209845
2,6,29,8,8,0.098512324
2,6,29,8,9,0
2,6,29,8,10,0
2,6,29,8,11,-0.168407931
2,6,29,8,12,0.128554282
2,7,29,8,1,0.175782141
2,7,29,8,2,-0.105549512
2,7,29,8,3,0.081584218
2,7,29,8,4,-0.180357582
2,7,29,8,5,0.176426387
2,7,29,8,6,0.083326173
2,7,29,8,7,-0.105549512
2,7,29,8,8,0.103167885
2,7,29,8,9,0.061742506
2,7,29,8,10,0.030152091
2,7,29,8,11,0.101924418
2,7,29,8,12,-0.167655795
2,8,29,8,1,-0.003319457
2,8,29,8,2,-0.144167961
2,8,29,8,3,-0.058662819
2,8,29,8,4,0.058662819
2,8,29,8,5,0.208797048
2,8,29,8,6,-0.181802967
2,8,29,8,7,0.130695188
2,8,29,8,8,0.144167961
2,8,29,8,9,0.143502732
2,8,29,8,11,0.021688918
2,8,29,8,12,0.034315549
2,2,30,8,1,0.138628981
2,2,30,8,2,0.249001152
2,2,30,8,3,0.09601367
2,2,30,8,4,0.089982173
2,2,30,8,5,-0.15382554
2,2,30,8,6,0.207713581
2,2,30,8,7,0.321719027
2,2,30,8,8,0.15208157
2,2,30,8,9,-0.044602879
2,2,30,8,10,0.250523571
2,2,30,8,11,-0.022192652
2,2,30,8,12,-0.15382554
2,3,30,8,1,0.280268746
2,3,30,8,2,-0.21719987
2,3,30,8,3,0.264386426
2,3,30,8,4,-0.21719987
2,3,30,8,5,0.076084052
2,3,30,8,6,0.113837881
2,3,30,8,7,0.17753345
2,3,30,8,8,0.236138866
2,3,30,8,9,0.488841916
2,3,30,8,10,0.258381058
2,3,30,8,11,0.378806718
2,3,30,8,12,0.264386426
2,4,30,8,1,0.094548719
2,4,30,8,2,0.144048638
2,4,30,8,3,-0.012670578
2,4,30,8,4,0.062583498
2,4,30,8,5,0.12866675
2,4,30,8,6,-0.024390863
2,4,30,8,7,0.080280979
2,4,30,8,8,-0.144048638
2,4,30,8,9,0.208172754
2,4,30,8,10,0.12866675
2,4,30,8,11,0.156843572
2,4,30,8,12,0.103059422
2,5,30,8,1,0.212051521
2,5,30,8,2,0.126822005
2,5,30,8,3,0.19800591
2,5,30,8,4,-0.185415199
2,5,30,8,5,0.090304321
2,5,30,8,6,-0.014921005
2,5,30,8,7,0.208223284
2,5,30,8,8,-0.19800591
2,5,30,8,9,0.113508179
2,5,30,8,10,0.380016266
2,5,30,8,11,0.179897968
2,5,30,8,12,0.282793
2,6,30,8,1,0.084194614
2,6,30,8,2,0.178339675
2,6,30,8,3,0.06252144
2,6,30,8,4,0.128554282
2,6,30,8,5,0.021673174
2,6,30,8,6,-0.106881108
2,6,30,8,7,0
2,6,30,8,8,0.158249354
2,6,30,8,9,0.06252144
2,6,30,8,10,0.06252144
2,6,30,8,11,-0.058482115
2,6,30,8,12,0.034209845
2,7,30,8,1,0.083326173
2,7,30,8,2,0.049548988
2,7,30,8,3,0.079609024
2,7,30,8,4,0.161112532
2,7,30,8,5,0.008568424
2,7,30,8,6,0.164623283
2,7,30,8,7,-0.167655795
2,7,30,8,8,0.107291468
2,7,30,8,9,0.085707801
2,7,30,8,10,-0.036158812
2,7,30,8,11,0.083326173
2,7,30,8,12,0.160468285
2,8,30,8,1,0.034315549
2,8,30,8,2,0.050017301
2,8,30,8,3,0.099056155
2,8,30,8,4,0.16305317
2,8,30,8,5,0
2,8,30,8,6,-0.022250597
2,8,30,8,7,-0.036973901
2,8,30,8,8,0.062643932
2,8,30,8,9,0.108680121
2,8,30,8,10,0.093411061
2,8,30,8,11,-0.169337615
2,8,30,8,12,0.108680121
2,1,31,8,1,0.395970246
2,1,31,8,2,0.244105343
2,1,31,8,3,0.149064447
2,1,31,8,4,0.315141486
2,1,31,8,5,0.309345925
2,1,31,8,6,0.149064447
2,1,31,8,7,0.297117475
2,1,31,8,8,0.087931762
2,1,31,8,9,0.087931762
2,1,31,8,10,-0.216438946
2,1,31,8,11,0.299384786
2,1,31,8,12,0.149064447
2,2,31,8,1,0.320892866
2,2,31,8,2,0.203346304
2,2,31,8,3,0.252040486
2,2,31,8,4,-0.062693339
2,2,31,8,5,-0.19741307
2,2,31,8,6,0.157129958
2,2,31,8,7,0.18322097
2,2,31,8,8,0.089982173
2,2,31,8,9,0.264198131
2,2,31,8,10,0.240271979
2,2,31,8,11,0.200452404
2,2,31,8,12,0.160810743
2,3,31,8,1,0.222431227
2,3,31,8,2,0.222305546
2,3,31,8,3,0.330548599
2,3,31,8,4,0.076495762
2,3,31,8,5,-0.194607143
2,3,31,8,6,0.149709365
2,3,31,8,7,0.127116637
2,3,31,8,8,-0.086429501
2,3,31,8,9,0.372546909
2,3,31,8,10,0.063279864
2,3,31,8,11,0.111955536
2,3,31,8,12,0.089362808
2,4,31,8,1,0.11391268
2,4,31,8,2,0.141601254
2,4,31,8,3,0.127450286
2,4,31,8,4,0.232830996
2,4,31,8,5,0.10858484
2,4,31,8,6,0.10858484
2,4,31,8,7,0.222224618
2,4,31,8,8,0.10858484
2,4,31,8,9,0.161799936
2,4,31,8,10,-0.036921871
2,4,31,8,11,-0.18111008
2,4,31,8,12,0.127450286
2,5,31,8,1,0.270847432
2,5,31,8,2,-0.219529872
2,5,31,8,3,0.208223284
2,5,31,8,4,0.133933974
2,5,31,8,5,-0.219529872
2,5,31,8,6,0.373649171
2,5,31,8,7,-0.023629219
2,5,31,8,8,0.20807206
2,5,31,8,9,0.246785303
2,5,31,8,10,0.430918354
2,5,31,8,11,0.354543601
